Data recieved from Arduino

Measurement number: 1
	Value1	Value2	Value3	Value4	Value5	Value6
44050000	0.00048150	0.06917697	191.00000000	3.25683594	21.77734375	7.63222656
44055000	0.00047698	0.06962946	191.00000000	3.24707031	21.28906250	7.63710937
44060000	0.00048150	0.06940095	191.00000000	3.26171875	21.77734375	7.63222656
44065000	0.00047924	0.06962720	191.00000000	3.26660156	21.28906250	7.63222656
44070000	0.00048150	0.06962494	191.00000000	3.26660156	20.31250000	7.64199219
44075000	0.00048150	0.06962494	191.00000000	3.26660156	21.28906250	7.64199219
44080000	0.00048150	0.06917697	191.00000000	3.26171875	20.80078125	7.63710937
44085000	0.00047924	0.06940322	191.00000000	3.25195313	21.28906250	7.63710937
44090000	0.00048150	0.06962494	191.00000000	3.26171875	21.28906250	7.63222656
44095000	0.00048150	0.06984892	191.00000000	3.26171875	21.77734375	7.64199219
44100000	0.00048376	0.06962268	191.00000000	3.27148438	21.28906250	7.64199219
44105000	0.00048602	0.06962042	191.00000000	3.27148438	20.31250000	7.63710937
44110000	0.00048376	0.06962268	191.00000000	3.27148438	20.80078125	7.63710937
44115000	0.00047924	0.06940322	191.00000000	3.26171875	20.80078125	7.63710937
44120000	0.00047924	0.06962720	191.00000000	3.26660156	21.28906250	7.63710937
44125000	0.00047698	0.06962946	191.00000000	3.26171875	20.80078125	7.63710937
44130000	0.00047698	0.06985344	191.00000000	3.26171875	20.80078125	7.63710937
44135000	0.00048150	0.06962494	191.00000000	3.27148438	20.80078125	7.64199219
44140000	0.00047472	0.06963172	191.00000000	3.25195313	22.26562500	7.63710937
44145000	0.00047924	0.06940322	191.00000000	3.26171875	21.77734375	7.63710937
44150000	0.00047924	0.06962720	191.00000000	3.25683594	21.77734375	7.64199219
44155000	0.00048150	0.06940095	191.00000000	3.26660156	21.28906250	7.63710937
44160000	0.00048150	0.06940095	191.00000000	3.26171875	21.77734375	7.63710937
44165000	0.00048376	0.06984666	191.00000000	3.26660156	20.80078125	7.63710937
44170000	0.00047698	0.06962946	191.00000000	3.25683594	20.80078125	7.64199219
44175000	0.00047924	0.06962720	191.00000000	3.25683594	21.28906250	7.63710937
44180000	0.00047924	0.06940322	191.00000000	3.25683594	21.28906250	7.63710937
44185000	0.00048150	0.06940095	191.00000000	3.26171875	21.28906250	7.63222656
44190000	0.00047924	0.06985118	191.00000000	3.26171875	21.28906250	7.64199219
44195000	0.00047246	0.06963398	191.00000000	3.24218750	21.28906250	7.63710937
44200000	0.00047472	0.06940774	191.00000000	3.25195313	21.28906250	7.64199219
44205000	0.00047924	0.06940322	191.00000000	3.25195313	20.80078125	7.62734375
44210000	0.00047698	0.06940548	191.00000000	3.25683594	21.77734375	7.64199219
44215000	0.00047924	0.06940322	191.00000000	3.26171875	20.80078125	7.63710937
44220000	0.00048150	0.06917697	191.00000000	3.25683594	20.80078125	7.63710937
44225000	0.00047698	0.06940548	191.00000000	3.24707031	21.28906250	7.64199219
44230000	0.00047698	0.06940548	191.00000000	3.25195313	21.77734375	7.63710937
44235000	0.00047698	0.06962946	191.00000000	3.25195313	20.80078125	7.63222656
44240000	0.00047472	0.06985570	191.00000000	3.25195313	21.28906250	7.63710937
44245000	0.00047472	0.06918375	191.00000000	3.25195313	21.28906250	7.63710937
44250000	0.00048376	0.06917471	191.00000000	3.26171875	21.28906250	7.64199219
44255000	0.00047924	0.06940322	191.00000000	3.25683594	22.26562500	7.64199219
44260000	0.00047698	0.06962946	191.00000000	3.24707031	20.80078125	7.64199219
44265000	0.00047472	0.06940774	191.00000000	3.25195313	22.26562500	7.63710937
44270000	0.00047924	0.06962720	191.00000000	3.25683594	21.28906250	7.64199219
44275000	0.00048376	0.06917471	191.00000000	3.27148438	20.31250000	7.63710937
44280000	0.00048150	0.06917697	191.00000000	3.26171875	21.28906250	7.64199219
44285000	0.00047698	0.06940548	191.00000000	3.25195313	20.80078125	7.64199219
44290000	0.00047698	0.06940548	191.00000000	3.25195313	21.77734375	7.63222656
44295000	0.00047698	0.06962946	191.00000000	3.24707031	20.80078125	7.63710937
44300000	0.00048376	0.06984666	191.00000000	3.26660156	20.80078125	7.64687500
44305000	0.00048376	0.06962268	191.00000000	3.27148438	20.80078125	7.63710937
44310000	0.00048150	0.06962494	191.00000000	3.26660156	21.28906250	7.64687500
44315000	0.00048150	0.06917697	191.00000000	3.25683594	21.28906250	7.63710937
44320000	0.00047698	0.06962946	191.00000000	3.25195313	21.77734375	7.63710937
44325000	0.00047246	0.06963398	191.00000000	3.24707031	21.77734375	7.63710937
44330000	0.00047698	0.06985344	191.00000000	3.26171875	20.80078125	7.63710937
44335000	0.00048150	0.07007290	191.00000000	3.27148438	21.28906250	7.64199219
44340000	0.00048150	0.06940095	191.00000000	3.26660156	21.28906250	7.64199219
44345000	0.00048150	0.06962494	191.00000000	3.26660156	20.80078125	7.63710937
44350000	0.00048602	0.06917245	191.00000000	3.26660156	21.77734375	7.63710937
44355000	0.00048150	0.06940095	191.00000000	3.26660156	21.28906250	7.63710937
44360000	0.00048150	0.06984892	191.00000000	3.26171875	20.80078125	7.64199219
44365000	0.00047924	0.06940322	191.00000000	3.26171875	20.80078125	7.63710937
44370000	0.00048602	0.06984440	191.00000000	3.27148438	21.28906250	7.64687500
44375000	0.00048150	0.06962494	191.00000000	3.26660156	20.80078125	7.64687500
44380000	0.00047924	0.06940322	191.00000000	3.26171875	21.28906250	7.64199219
44385000	0.00048150	0.06962494	191.00000000	3.26171875	21.28906250	7.63222656
44390000	0.00047698	0.06962946	191.00000000	3.26171875	21.77734375	7.64199219
44395000	0.00047698	0.06962946	191.00000000	3.26171875	21.77734375	7.63710937
44400000	0.00048376	0.06962268	191.00000000	3.26660156	21.28906250	7.64199219
44405000	0.00047698	0.06940548	191.00000000	3.26171875	20.80078125	7.64199219
44410000	0.00047924	0.06962720	191.00000000	3.25683594	21.77734375	7.63710937
44415000	0.00047924	0.06940322	191.00000000	3.26171875	21.28906250	7.63710937
44420000	0.00047472	0.06985570	191.00000000	3.25195313	20.80078125	7.63222656
44425000	0.00048376	0.06962268	191.00000000	3.26660156	21.28906250	7.64199219
44430000	0.00048150	0.06962494	191.00000000	3.26660156	21.77734375	7.64687500
44435000	0.00047924	0.06962720	191.00000000	3.25195313	21.77734375	7.64199219
44440000	0.00048150	0.06940095	191.00000000	3.25683594	21.77734375	7.64687500
44445000	0.00047472	0.06940774	191.00000000	3.25195313	21.28906250	7.64687500
44450000	0.00048150	0.06962494	191.00000000	3.26171875	21.28906250	7.63710937
44455000	0.00047924	0.06940322	191.00000000	3.26171875	21.28906250	7.64687500
44460000	0.00047698	0.06962946	191.00000000	3.25195313	21.77734375	7.63710937
44465000	0.00048150	0.06917697	191.00000000	3.25683594	22.26562500	7.63222656
44470000	0.00047924	0.06917923	191.00000000	3.25195313	20.80078125	7.64199219
44475000	0.00048150	0.06940095	191.00000000	3.25683594	20.80078125	7.64199219
44480000	0.00047924	0.06962720	191.00000000	3.25683594	21.28906250	7.64199219
44485000	0.00047924	0.06962720	191.00000000	3.26660156	21.77734375	7.64199219
44490000	0.00047924	0.06940322	191.00000000	3.25683594	21.77734375	7.64687500
44495000	0.00047924	0.06962720	191.00000000	3.25195313	20.80078125	7.64199219
44500000	0.00047246	0.06941000	191.00000000	3.24707031	21.77734375	7.64199219
44505000	0.00047924	0.06940322	191.00000000	3.25683594	21.77734375	7.64199219
44510000	0.00047698	0.06940548	191.00000000	3.25195313	21.28906250	7.64199219
44515000	0.00048376	0.06962268	191.00000000	3.26660156	21.28906250	7.64199219
44520000	0.00047698	0.06918149	191.00000000	3.25683594	21.77734375	7.64687500
44525000	0.00047924	0.06940322	191.00000000	3.25195313	20.80078125	7.65175781
44530000	0.00047698	0.06940548	191.00000000	3.24707031	21.77734375	7.64199219
44535000	0.00047924	0.06962720	191.00000000	3.25195313	21.77734375	7.63710937
44540000	0.00048150	0.06940095	191.00000000	3.27148438	21.77734375	7.64199219
44545000	0.00048376	0.06939869	191.00000000	3.26660156	20.80078125	7.64199219
44550000	0.00048376	0.06939869	191.00000000	3.27148438	21.77734375	7.64199219
44555000	0.00048150	0.06940095	191.00000000	3.26171875	21.28906250	7.63710937
44560000	0.00047924	0.06940322	191.00000000	3.24707031	21.28906250	7.63710937
44565000	0.00047246	0.06941000	191.00000000	3.24218750	21.28906250	7.64199219
44570000	0.00047698	0.06962946	191.00000000	3.26171875	20.80078125	7.64687500
44575000	0.00047924	0.06940322	191.00000000	3.26660156	21.28906250	7.64687500
44580000	0.00048602	0.06962042	191.00000000	3.27148438	20.80078125	7.64199219
44585000	0.00048150	0.06917697	191.00000000	3.26171875	21.28906250	7.64687500
44590000	0.00047924	0.06940322	191.00000000	3.25195313	20.80078125	7.64199219
44595000	0.00047698	0.06985344	191.00000000	3.26171875	21.28906250	7.64199219
44600000	0.00048150	0.06984892	191.00000000	3.26171875	21.28906250	7.65175781
44605000	0.00048150	0.06940095	191.00000000	3.26171875	21.77734375	7.64199219
44610000	0.00048150	0.06940095	191.00000000	3.26660156	21.28906250	7.65175781
44615000	0.00048150	0.06984892	191.00000000	3.26660156	20.80078125	7.64687500
44620000	0.00047924	0.06940322	191.00000000	3.26171875	20.80078125	7.64687500
44625000	0.00047924	0.06940322	191.00000000	3.26171875	21.28906250	7.64687500
44630000	0.00048150	0.06940095	191.00000000	3.27148438	21.77734375	7.65175781
44635000	0.00048376	0.06962268	191.00000000	3.27148438	21.28906250	7.63710937
44640000	0.00047698	0.06985344	191.00000000	3.26171875	21.77734375	7.65175781
44645000	0.00048150	0.06962494	191.00000000	3.26660156	20.80078125	7.64687500
44650000	0.00048150	0.06984892	191.00000000	3.25683594	21.28906250	7.64199219
44655000	0.00047924	0.06962720	191.00000000	3.26171875	20.31250000	7.65175781
44660000	0.00048150	0.06984892	191.00000000	3.26660156	20.80078125	7.63710937
44665000	0.00047924	0.06940322	191.00000000	3.26660156	21.77734375	7.64199219
44670000	0.00048602	0.06962042	191.00000000	3.27148438	21.77734375	7.63710937
44675000	0.00047698	0.06940548	191.00000000	3.25683594	20.80078125	7.64199219
44680000	0.00047698	0.06962946	191.00000000	3.25683594	20.80078125	7.64687500
44685000	0.00047924	0.06985118	191.00000000	3.25683594	21.28906250	7.64687500
44690000	0.00047924	0.06940322	191.00000000	3.26171875	21.77734375	7.64687500
44695000	0.00048150	0.06984892	191.00000000	3.26171875	20.80078125	7.64687500
44700000	0.00047698	0.06962946	191.00000000	3.25195313	20.80078125	7.64687500
44705000	0.00047698	0.06962946	191.00000000	3.25683594	21.77734375	7.64687500
44710000	0.00047698	0.06918149	191.00000000	3.25195313	21.28906250	7.64687500
44715000	0.00048150	0.06962494	191.00000000	3.25683594	21.77734375	7.65175781
44720000	0.00047698	0.06940548	191.00000000	3.25683594	22.26562500	7.64199219
44725000	0.00048150	0.06962494	191.00000000	3.26660156	21.28906250	7.65175781
44730000	0.00047698	0.06918149	191.00000000	3.24707031	21.28906250	7.64687500
44735000	0.00047472	0.06940774	191.00000000	3.24218750	21.77734375	7.65175781
44740000	0.00047698	0.06940548	191.00000000	3.25195313	21.28906250	7.64199219
44745000	0.00047924	0.06940322	191.00000000	3.26171875	21.77734375	7.65175781
44750000	0.00047924	0.06917923	191.00000000	3.25683594	21.28906250	7.64687500
44755000	0.00047698	0.06940548	191.00000000	3.25683594	21.28906250	7.65175781
44760000	0.00047698	0.06918149	191.00000000	3.24707031	20.80078125	7.64199219
44765000	0.00047472	0.06918375	191.00000000	3.24707031	20.80078125	7.64687500
44770000	0.00047472	0.06963172	191.00000000	3.24707031	21.77734375	7.63710937
44775000	0.00047698	0.06962946	191.00000000	3.24707031	22.26562500	7.64199219
44780000	0.00048376	0.06939869	191.00000000	3.27148438	20.80078125	7.64687500
44785000	0.00048150	0.06917697	191.00000000	3.25683594	21.77734375	7.65175781
44790000	0.00047924	0.06940322	191.00000000	3.25683594	21.77734375	7.64687500
44795000	0.00047924	0.06962720	191.00000000	3.25195313	21.77734375	7.63710937
44800000	0.00047246	0.06918601	191.00000000	3.24218750	21.28906250	7.65175781
44805000	0.00047698	0.06918149	191.00000000	3.25683594	21.28906250	7.64687500
44810000	0.00047698	0.06962946	191.00000000	3.26660156	20.80078125	7.64687500
44815000	0.00048376	0.06917471	191.00000000	3.27148438	21.28906250	7.65175781
44820000	0.00048602	0.06962042	191.00000000	3.26660156	21.77734375	7.65175781
44825000	0.00047472	0.06895977	192.00000000	3.25195313	21.28906250	7.64687500
44830000	0.00048376	0.06962268	192.00000000	3.27148438	21.28906250	7.64687500
44835000	0.00048602	0.06984440	192.00000000	3.28125000	21.28906250	7.64687500
44840000	0.00048376	0.06984666	192.00000000	3.27636719	21.77734375	7.65664062
44845000	0.00048602	0.06984440	192.00000000	3.28613281	21.28906250	7.64687500
44850000	0.00048828	0.06939417	192.00000000	3.28125000	20.80078125	7.65664062
44855000	0.00048602	0.06939643	192.00000000	3.27636719	21.77734375	7.65664062
44860000	0.00048376	0.06962268	192.00000000	3.27636719	20.80078125	7.64199219
44865000	0.00048376	0.07007064	192.00000000	3.27148438	20.80078125	7.65175781
44870000	0.00048602	0.06962042	192.00000000	3.27636719	20.80078125	7.64687500
44875000	0.00048376	0.06962268	192.00000000	3.28125000	21.28906250	7.65175781
44880000	0.00048602	0.06962042	192.00000000	3.28125000	21.28906250	7.65664062
44885000	0.00048602	0.06939643	192.00000000	3.28125000	21.28906250	7.65175781
44890000	0.00048602	0.07006838	192.00000000	3.27636719	21.28906250	7.65664062
44895000	0.00048602	0.06984440	192.00000000	3.27636719	21.77734375	7.66152344
44900000	0.00048828	0.06961816	192.00000000	3.28125000	20.80078125	7.65175781
44905000	0.00048602	0.06984440	192.00000000	3.27636719	21.28906250	7.65664062
44910000	0.00048602	0.06962042	192.00000000	3.28613281	21.28906250	7.64687500
44915000	0.00048150	0.06962494	192.00000000	3.27148438	22.26562500	7.65175781
44920000	0.00047924	0.06962720	192.00000000	3.27148438	21.77734375	7.65175781
44925000	0.00048602	0.06984440	192.00000000	3.28125000	21.77734375	7.64687500
44930000	0.00048376	0.06962268	192.00000000	3.28125000	21.28906250	7.64687500
44935000	0.00048376	0.06962268	192.00000000	3.27636719	21.28906250	7.65664062
44940000	0.00047924	0.06962720	192.00000000	3.26171875	22.26562500	7.64687500
44945000	0.00047924	0.06962720	192.00000000	3.26660156	21.28906250	7.64687500
44950000	0.00048150	0.06962494	192.00000000	3.27148438	21.28906250	7.65175781
44955000	0.00048376	0.06984666	192.00000000	3.27636719	21.28906250	7.65175781
44960000	0.00048376	0.07007064	192.00000000	3.27148438	22.26562500	7.64687500
44965000	0.00048150	0.06984892	192.00000000	3.27636719	21.77734375	7.65175781
44970000	0.00048376	0.06939869	192.00000000	3.27148438	21.28906250	7.64687500
44975000	0.00048376	0.06939869	192.00000000	3.26660156	21.28906250	7.65175781
44980000	0.00047924	0.06985118	192.00000000	3.26660156	22.26562500	7.65175781
44985000	0.00048150	0.06962494	192.00000000	3.27148438	21.77734375	7.65175781
44990000	0.00048828	0.06984214	192.00000000	3.27636719	20.31250000	7.65175781
44995000	0.00048602	0.06939643	192.00000000	3.27148438	21.28906250	7.66152344
45000000	0.00048150	0.06940095	192.00000000	3.26171875	21.77734375	7.65175781
45005000	0.00047924	0.06962720	192.00000000	3.26660156	20.80078125	7.65664062
45010000	0.00048150	0.06940095	192.00000000	3.26660156	20.80078125	7.65664062
45015000	0.00048150	0.06940095	192.00000000	3.26660156	20.80078125	7.64199219
45020000	0.00048602	0.06939643	192.00000000	3.27636719	20.80078125	7.65175781
45025000	0.00048376	0.06939869	192.00000000	3.27148438	21.28906250	7.64687500
45030000	0.00048376	0.06962268	192.00000000	3.27148438	21.77734375	7.64687500
45035000	0.00048150	0.06940095	192.00000000	3.26171875	21.28906250	7.64687500
45040000	0.00048150	0.06940095	192.00000000	3.26171875	22.26562500	7.65664062
45045000	0.00048376	0.06984666	192.00000000	3.27148438	21.28906250	7.65664062
45050000	0.00048602	0.06962042	192.00000000	3.28125000	21.28906250	7.66152344
45055000	0.00048150	0.06940095	192.00000000	3.27148438	21.77734375	7.65175781
45060000	0.00048602	0.06917245	192.00000000	3.27148438	21.77734375	7.64687500
45065000	0.00048150	0.06940095	192.00000000	3.26171875	21.28906250	7.65175781
45070000	0.00048150	0.06962494	192.00000000	3.26171875	21.77734375	7.65664062
45075000	0.00048602	0.06984440	192.00000000	3.28125000	22.26562500	7.66152344
45080000	0.00048376	0.06984666	192.00000000	3.28125000	20.80078125	7.65664062
45085000	0.00048602	0.07006838	192.00000000	3.28613281	21.77734375	7.65664062
45090000	0.00048376	0.06984666	192.00000000	3.27148438	21.77734375	7.65664062
45095000	0.00048376	0.06962268	192.00000000	3.27148438	21.77734375	7.65175781
45100000	0.00048376	0.06962268	192.00000000	3.27148438	21.77734375	7.65175781
45105000	0.00048150	0.07007290	192.00000000	3.27636719	21.28906250	7.65664062
45110000	0.00048376	0.06984666	192.00000000	3.28125000	21.28906250	7.65664062
45115000	0.00048376	0.06962268	192.00000000	3.28125000	21.28906250	7.66152344
45120000	0.00048828	0.06961816	192.00000000	3.28613281	21.28906250	7.65175781
45125000	0.00048602	0.06962042	192.00000000	3.27636719	21.77734375	7.64687500
45130000	0.00048150	0.06984892	192.00000000	3.27148438	21.28906250	7.64687500
45135000	0.00048376	0.06962268	192.00000000	3.27636719	21.28906250	7.65175781
45140000	0.00049054	0.07006386	192.00000000	3.28613281	21.28906250	7.65175781
45145000	0.00048376	0.07007064	192.00000000	3.27636719	21.28906250	7.66152344
45150000	0.00048602	0.06962042	192.00000000	3.28613281	21.28906250	7.65664062
45155000	0.00048150	0.06962494	192.00000000	3.26660156	21.28906250	7.65175781
45160000	0.00048150	0.06984892	192.00000000	3.27148438	21.77734375	7.65664062
45165000	0.00048150	0.06962494	192.00000000	3.27636719	20.80078125	7.65175781
45170000	0.00048376	0.06984666	192.00000000	3.27636719	21.28906250	7.65664062
45175000	0.00048602	0.06962042	192.00000000	3.28125000	20.31250000	7.64687500
45180000	0.00048376	0.06962268	192.00000000	3.26660156	21.77734375	7.65664062
45185000	0.00048376	0.06939869	192.00000000	3.27636719	21.28906250	7.65175781
45190000	0.00048150	0.06962494	192.00000000	3.27148438	21.77734375	7.65664062
